inst066_requirement_id;article_number;circ005_requirement_id;relationship;canonical_fields;controls;review_status;activation
INST066_ART048_REQ002;48;CIRC005_1_17_FCP_PRICE_DETERMINATION;SUPPLEMENTS_OR_CONSTRAINS;pricing.nav.calculation_method|pricing.nav.frequency|pricing.issue_price.formula|pricing.redemption_price.formula;RULE_PRICE_FORMULA_COMPLETE|RULE_NAV_FREQUENCY_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART048_REQ002;48;CIRC005_1_17_A_FCP_PRICE_METHOD_FREQUENCY;SUPPLEMENTS_OR_CONSTRAINS;pricing.nav.calculation_method|pricing.nav.frequency|pricing.issue_price.formula|pricing.redemption_price.formula;RULE_PRICE_FORMULA_COMPLETE|RULE_NAV_FREQUENCY_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART049_REQ001;49;CIRC005_1_14_FCP_INCOME_ALLOCATION;SUPPLEMENTS_OR_CONSTRAINS;income.allocation_policy|income.capitalization_policy|income.distribution_policy|share_classes[].income_policy;RULE_INCOME_POLICY_SHARE_CLASS_CONSISTENCY;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART049_REQ001;49;CIRC005_1_6_FCP_DISTRIBUTION_DATES;SUPPLEMENTS_OR_CONSTRAINS;income.allocation_policy|income.capitalization_policy|income.distribution_policy|share_classes[].income_policy;RULE_INCOME_POLICY_SHARE_CLASS_CONSISTENCY;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART053_REQ001;53;CIRC005_1_18_FCP_REMUNERATION_REIMBURSEMENT;SUPPLEMENTS_OR_CONSTRAINS;remunerations[]|expense_reimbursements[]|fees.transaction[]|other_expenses[];RULE_REMUNERATION_AND_REIMBURSEMENT_CLASSIFIED|RULE_FEE_BASIS_BENEFICIARY_PAYER_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART053_REQ001;53;CIRC005_1_17_B_FCP_TRANSACTION_FEES;SUPPLEMENTS_OR_CONSTRAINS;remunerations[]|expense_reimbursements[]|fees.transaction[]|other_expenses[];RULE_REMUNERATION_AND_REIMBURSEMENT_CLASSIFIED|RULE_FEE_BASIS_BENEFICIARY_PAYER_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART053_REQ001;53;CIRC005_5_4_OTHER_EXPENSES_FUND_ASSETS;SUPPLEMENTS_OR_CONSTRAINS;remunerations[]|expense_reimbursements[]|fees.transaction[]|other_expenses[];RULE_REMUNERATION_AND_REIMBURSEMENT_CLASSIFIED|RULE_FEE_BASIS_BENEFICIARY_PAYER_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART053_REQ001;53;CIRC005_5_4_OTHER_EXPENSES_HOLDER;SUPPLEMENTS_OR_CONSTRAINS;remunerations[]|expense_reimbursements[]|fees.transaction[]|other_expenses[];RULE_REMUNERATION_AND_REIMBURSEMENT_CLASSIFIED|RULE_FEE_BASIS_BENEFICIARY_PAYER_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART054_REQ001;54;;NO_EXACT_LINK_IDENTIFIED;corporate_actions[].type|corporate_actions[].merger_technique|corporate_actions[].absorbed_funds[]|corporate_actions[].absorbing_fund|corporate_actions[].cash_payment_percent;RULE_MERGER_TECHNIQUE_CLASSIFIED|RULE_MERGER_CASH_PAYMENT_LIMIT;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART055_REQ001;55;CIRC005_GENERAL_MINIMUM;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].authorization|corporate_actions[].documents[]|documents.prospectus.versions[]|documents.dici.versions[];RULE_MERGER_PRIOR_AUTHORIZATION|RULE_MERGER_AUTHORIZATION_DOSSIER_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART056_REQ001;56;;NO_EXACT_LINK_IDENTIFIED;corporate_actions[].rationale|corporate_actions[].holder_impact|corporate_actions[].valuation_criteria|corporate_actions[].exchange_ratio_method|corporate_actions[].planned_effective_date|corporate_actions[].asset_transfer_rules|corporate_actions[].unit_exchange_rules;RULE_COMMON_MERGER_PLAN_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART057_REQ001;57;CIRC005_2_1_DEPOSITARY_IDENTITY;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].depositary_conformity_statements[]|depositary.organization_id;RULE_BOTH_DEPOSITARY_CONFORMITY_STATEMENTS_PRESENT|RULE_DEPOSITARY_CONFORMITY_SCOPE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART058_REQ001;58;CIRC005_1_4_FCP_PERIODIC_REPORTS_AVAILABILITY;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].auditor_reports[]|corporate_actions[].exchange_ratio|corporate_actions[].cash_payment|corporate_actions[].document_availability;RULE_MERGER_AUDITOR_REPORT_COMPLETE|RULE_MERGER_REPORT_FREE_ON_REQUEST;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART058_REQ001;58;CIRC005_1_7_FCP_ACCOUNTING_CONTROL_PERSONS;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].auditor_reports[]|corporate_actions[].exchange_ratio|corporate_actions[].cash_payment|corporate_actions[].document_availability;RULE_MERGER_AUDITOR_REPORT_COMPLETE|RULE_MERGER_REPORT_FREE_ON_REQUEST;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART059_REQ001;59;CIRC005_1_4_FCP_PERIODIC_REPORTS_AVAILABILITY;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].holder_information|corporate_actions[].notice_date|corporate_actions[].holder_rights|corporate_actions[].tax_impact_warning|corporate_actions[].planned_effective_date;RULE_MERGER_NOTICE_AFTER_AUTHORIZATION|RULE_MERGER_NOTICE_TIMING|RULE_MERGER_NOTICE_CONTENT_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART060_REQ001;60;CIRC005_1_13_FCP_REDEMPTION_REIMBURSEMENT;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].holder_exit_right|corporate_actions[].exit_right_deadline|corporate_actions[].permitted_disinvestment_costs|redemption;RULE_MERGER_EXIT_RIGHT_DISCLOSED|RULE_MERGER_EXIT_RIGHT_DEADLINE|RULE_NO_UNAUTHORIZED_MERGER_EXIT_FEE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART060_REQ002;60;CIRC005_1_13_FCP_SUSPENSION;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].temporary_suspension|redemption.suspension|subscriptions.suspension;RULE_MERGER_SUSPENSION_REGULATOR_AUTHORIZED|RULE_MERGER_SUSPENSION_HOLDER_PROTECTION_RATIONALE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART061_REQ001;61;CIRC005_1_18_FCP_REMUNERATION_REIMBURSEMENT;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].costs[]|corporate_actions[].cost_payer|fees.transaction;RULE_MERGER_COSTS_NOT_CHARGED_TO_FUNDS_OR_HOLDERS|RULE_MERGER_COST_EXCEPTION_REVIEW;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART062_REQ001;62;CIRC005_1_17_A_FCP_PRICE_METHOD_FREQUENCY;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].authorization_date|corporate_actions[].effective_date|corporate_actions[].exchange_ratio|corporate_actions[].cash_payment_nav;RULE_MERGER_EFFECTIVE_DATE_AFTER_AUTHORIZATION|RULE_EXCHANGE_RATIO_CALCULATED_AT_EFFECTIVE_DATE|RULE_CASH_PAYMENT_NAV_MATCHES_MERGER_NAV;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART063_REQ001;63;CIRC005_2_1_DEPOSITARY_IDENTITY;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].asset_transfer|corporate_actions[].liability_transfer|corporate_actions[].holder_conversion|corporate_actions[].absorbed_fund_termination|corporate_actions[].depositary_confirmation;RULE_MERGER_ASSET_AND_LIABILITY_TRANSFER_CONFIRMED|RULE_MERGER_HOLDER_CONVERSION_RECONCILED|RULE_ABSORBED_FUNDS_TERMINATED|RULE_DEPOSITARY_TRANSFER_CONFIRMATION;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART064_REQ001;64;CIRC005_1_13_FCP_REDEMPTION_REIMBURSEMENT;SUPPLEMENTS_OR_CONSTRAINS;corporate_actions[].scission_rationale|corporate_actions[].side_pocket|corporate_actions[].replica_fund|corporate_actions[].unit_allocation|corporate_actions[].holder_exit_right|corporate_actions[].old_fund_liquidation;RULE_SCISSION_HOLDER_INTEREST_RATIONALE|RULE_SIDE_POCKET_AND_REPLICA_CREATED|RULE_SCISSION_UNIT_ALLOCATION|RULE_SCISSION_FREE_EXIT_IF_CHARACTERISTICS_CHANGE|RULE_OLD_FUND_LIQUIDATION_AFTER_TRANSFER;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART067_REQ001;67;;NO_EXACT_LINK_IDENTIFIED;corporate_actions[].type|corporate_actions[].resulting_funds[]|documents.prospectus.versions[];RULE_SCISSION_DOSSIER_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART068_REQ001;68;;NO_EXACT_LINK_IDENTIFIED;corporate_actions[].resulting_funds[].canonical_data|documents.prospectus.versions[];RULE_RESULTING_FUND_DOCUMENT_SET_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART069_REQ001;69;;NO_EXACT_LINK_IDENTIFIED;corporate_actions[].holder_information|documents.prospectus.availability;RULE_SCISSION_HOLDER_INFORMATION_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART074_REQ001;74;CIRC005_1_10_FCP_PARTS_CHARACTERISTICS;SUPPLEMENTS_OR_CONSTRAINS;fund.employee_savings|share_classes[]|target_investor.investor_types;RULE_EMPLOYEE_SAVINGS_CLASS_DETAILS_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART074_REQ001;74;CIRC005_5_2_TARGET_INVESTOR;SUPPLEMENTS_OR_CONSTRAINS;fund.employee_savings|share_classes[]|target_investor.investor_types;RULE_EMPLOYEE_SAVINGS_CLASS_DETAILS_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART086_REQ001;86;;NO_EXACT_LINK_IDENTIFIED;opcr.constitutive_document|regulatory_coverage.requirements;RULE_OPCR_CONSTITUTIVE_DOCUMENT_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART087_REQ001;87;CIRC005_1_13_FCP_REDEMPTION_REIMBURSEMENT;SUPPLEMENTS_OR_CONSTRAINS;redemption|redemption.suspension|opcr.liquidity_arrangements;RULE_OPCR_LIQUIDITY_DISCLOSURE_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART087_REQ001;87;CIRC005_1_13_FCP_SUSPENSION;SUPPLEMENTS_OR_CONSTRAINS;redemption|redemption.suspension|opcr.liquidity_arrangements;RULE_OPCR_LIQUIDITY_DISCLOSURE_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART092_REQ001;92;CIRC005_GENERAL_EFFECTIVE_DATE;SUPPLEMENTS_OR_CONSTRAINS;regulatory_sources.effective_from|regulatory_sources.signed_on|regulatory_sources.abrogated_texts[];RULE_SOURCE_EFFECTIVE_DATE_VERIFIED|RULE_ABROGATION_INVENTORY_CONFIRMED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
